name,link,profile_photo,department,disciplines
Yu Zheng,https://www.researchgate.net/profile/Yu-Zheng-71,https://i1.rgstatic.net/ii/profile.image/273511356825613-1442221597825_Q64/Yu-Zheng-71.jpg,State Key Laboratory of High-performance Complex Manufacturing,"['CAD', 'Manufacturing Process Mechanics', 'Machining']"
Bo Miao,https://www.researchgate.net/profile/Bo-Miao-3,https://i1.rgstatic.net/ii/profile.image/277162193113091-1443092024368_Q64/Bo-Miao-3.jpg,Department of Bioengineering,"['Differential Gene Expression', 'Bioinformatics', 'Reverse Transcription']"
Zhangwei Wang,https://www.researchgate.net/profile/Zhangwei-Wang-3,https://i1.rgstatic.net/ii/profile.image/277172339134471-1443094443623_Q64/Zhangwei-Wang-3.jpg,State Key Laboratory of Powder Metallurgy,"['Mechanical Properties', 'Composites', 'Extrusion']"
Bin Zhang,https://www.researchgate.net/profile/Bin-Zhang-102,https://i1.rgstatic.net/ii/profile.image/746396009369600-1554966084196_Q64/Bin-Zhang-102.jpg,Department of Geophysics,"['Finite-Difference Schemes', 'Near Surface Geophysics', 'Inversion']"
Min Li,https://www.researchgate.net/profile/Min-Li-96,https://i1.rgstatic.net/ii/profile.image/405361493331968-1473657119543_Q64/Min-Li-96.jpg,School of Energy Science and Engineering,"['Engineering Thermodynamics', 'Applied Thermodynamics', 'Energy Modeling']"
Qianbin Li,https://www.researchgate.net/profile/Qianbin-Li,https://i1.rgstatic.net/ii/profile.image/1159196275937282-1653385337766_Q64/Qianbin-Li.jpg,Department of Medicinal Chemistry,"['Cancer', 'Signaling Pathways', 'Cancer Cells']"
Chen Jiang,https://www.researchgate.net/profile/Chen-Jiang-26,https://i1.rgstatic.net/ii/profile.image/277182371909632-1443096835071_Q64/Chen-Jiang-26.jpg,School of Traffic and Transportation Engineering,"['Computational Biophysics', 'Biological Physics', 'Computational Biomechanics']"
Hailiang Yu,https://www.researchgate.net/profile/Hailiang-Yu-2,https://i1.rgstatic.net/ii/profile.image/318413426102272-1452927084040_Q64/Hailiang-Yu-2.jpg,School of Mechanical and Electrical Engineering,"['Material Characteristics', 'Materials', 'Microstructure']"
Yang Wang,https://www.researchgate.net/profile/Yang-Wang-217,https://i1.rgstatic.net/ii/profile.image/273617065869326-1442246800594_Q64/Yang-Wang-217.jpg,Department of Integrated Chinese and Western Medicine,"['Chinese Herbal Medicine', 'Integrative Medicine', 'Chinese Medicine']"
Xiu-Zhi Tang,https://www.researchgate.net/profile/Xiu-Zhi-Tang,https://i1.rgstatic.net/ii/profile.image/920378662727680-1596446781752_Q64/Xiu-Zhi-Tang.jpg,School of Aeronautics and Astronautics,"['Material Characterization', 'Nanoparticle Synthesis', 'Composite Material']"
Xiangcheng Zhu,https://www.researchgate.net/profile/Xiangcheng-Zhu,https://i1.rgstatic.net/ii/profile.image/277192576651269-1443099268746_Q64/Xiangcheng-Zhu.jpg,Xiangya International Academy of Translational Medicine,"['Fermentation', 'Fermentation Biotechnology', 'Bioprocess Engineering and Fermentation Technology']"
Xianhong Li,https://www.researchgate.net/profile/Xianhong-Li,https://i1.rgstatic.net/ii/profile.image/273621008515106-1442247740582_Q64/Xianhong-Li.jpg,School of Nursing,"['HIV', 'HIV Prevention', 'Infection']"
Sheng Zhang,https://www.researchgate.net/profile/Sheng-Zhang-41,https://i1.rgstatic.net/ii/profile.image/282156598349825-1444282783078_Q64/Sheng-Zhang-41.jpg,School of Civil Engineering,"['Geotechnical Engineering', 'Civil Engineering', 'Soil Mechanics']"
Qiang Yuan,https://www.researchgate.net/profile/Qiang-Yuan-6,https://i1.rgstatic.net/ii/profile.image/11431281157298870-1683777875141_Q64/Qiang-Yuan-6.jpg,School of Civil Engineering,"['Construction Engineering', 'Construction', 'Structural Analysis']"
Robert Keqi Luo,https://www.researchgate.net/profile/Robert-Luo,https://i1.rgstatic.net/ii/profile.image/277210905759745-1443103638758_Q64/Robert-Luo.jpg,Department of Railway Engineering,"['Finite Element Analysis', 'Stress Analysis', 'Finite Element Modeling']"
Y.J. Li,https://www.researchgate.net/profile/Yj-Li-3,https://i1.rgstatic.net/ii/profile.image/273660585967633-1442257176339_Q64/Yj-Li-3.jpg,Department of Physics and Electronics,"['Infrared Spectroscopy ', 'Mass Spectrometry', 'Nanoparticles']"
Liang Weng,https://www.researchgate.net/profile/Liang-Weng-2,https://i1.rgstatic.net/ii/profile.image/1102583649304577-1639887835440_Q64/Liang-Weng-2.jpg,"Xiangya Cancer Center, Xiangya Hospital","['Akt Substrates', 'Cell Migration', 'Akt']"
Mingjun Rao,https://www.researchgate.net/profile/Mingjun-Rao,https://i1.rgstatic.net/ii/profile.image/277222091968528-1443106305941_Q64/Mingjun-Rao.jpg,Ferrous Metallurgy,"['Extractive Metallurgy', 'Mineral Processing', 'Pyrometallurgy']"
Qing-Lin Xia,https://www.researchgate.net/profile/Qing-Lin-Xia,https://i1.rgstatic.net/ii/profile.image/272924380758016-1442081651020_Q64/Qing-Lin-Xia.jpg,School of Physics and Electronics,"['Computational Materials Science', 'Electronic Structure', 'Material Modeling']"
Xianhua Tang,https://www.researchgate.net/profile/Xianhua-Tang,https://i1.rgstatic.net/ii/profile.image/273665619132418-1442258376290_Q64/Xianhua-Tang.jpg,School of Mathematics and Statistics,['Differential Equations']
Yu Chen,https://www.researchgate.net/profile/Yu-Chen-178,https://i1.rgstatic.net/ii/profile.image/273565513678862-1442234509826_Q64/Yu-Chen-178.jpg,School of Physics Science and Technology,['Butterflies']
G. M. Cai,https://www.researchgate.net/profile/G-Cai-3,https://i1.rgstatic.net/ii/profile.image/277236415516679-1443109720654_Q64/G-Cai-3.jpg, School of Materials Science and Engineering,"['Powder X-ray Diffraction', 'Rietveld Method', 'XRD Analysis']"
Jian Dong,https://www.researchgate.net/profile/Jian-Dong-15,https://i1.rgstatic.net/ii/profile.image/273572707999747-1442236224383_Q64/Jian-Dong-15.jpg,School of Information Science and Engineering,"['Antenna Arrays', 'Antenna', 'Antennas and Propagation']"
Vincent Zhou,https://www.researchgate.net/profile/Vincent-Zhou-2,https://i1.rgstatic.net/ii/profile.image/857702335004679-1581503580760_Q64/Vincent-Zhou-2.jpg,School of Metallurgy and Environment,"['Environmental Biotechnology', 'Microbial Biotechnology', 'Environmental Microbiology']"
Lijian Leng,https://www.researchgate.net/profile/Lijian-Leng,https://i1.rgstatic.net/ii/profile.image/743566565462017-1554291492940_Q64/Lijian-Leng.jpg,School of Energy Science and Engineering,"['Biochar', 'bio-oil', 'Biomass Pyrolysis']"
Wenbin Zeng,https://www.researchgate.net/profile/Wenbin-Zeng-2,https://i1.rgstatic.net/ii/profile.image/277256741113866-1443114566913_Q64/Wenbin-Zeng-2.jpg,Xiangya School of Pharmaceutical Sciences,"['Apoptosis', 'Imaging', 'Synthesis']"
Dongdong Qin,https://www.researchgate.net/profile/Dongdong-Qin-3,https://i1.rgstatic.net/ii/profile.image/1148353257709568-1650800160562_Q64/Dongdong-Qin-3.jpg,Department of Applied Mathematics,"['Mathematical Analysis', 'Functional Analysis', 'Real Analysis']"
Zhenwei Guo,https://www.researchgate.net/profile/Zhenwei-Guo,https://i1.rgstatic.net/ii/profile.image/373533382332427-1466068706766_Q64/Zhenwei-Guo.jpg,School of Geoscience and Info-Physics,"['Inversion', 'Grid', 'Reservoir Characterization']"
Jiugang Hu,https://www.researchgate.net/profile/Jiugang-Hu,https://i1.rgstatic.net/ii/profile.image/302068227608578-1449030085501_Q64/Jiugang-Hu.jpg,Department of Chemistry Engineering,"['EXAFS', 'Extraction', 'Solution Structure']"
Li-zhong Jiang,https://www.researchgate.net/profile/Li-Zhong-Jiang,https://i1.rgstatic.net/ii/profile.image/273686137667587-1442263268476_Q64/Li-Zhong-Jiang.jpg,School of Civil Engineering,"['Steel', 'Composites', 'Seismics']"
Xiaoqing Chen,https://www.researchgate.net/profile/Xiaoqing-Chen-9,https://i1.rgstatic.net/ii/profile.image/273691116306462-1442264455641_Q64/Xiaoqing-Chen-9.jpg,Department of Chemistry Engineering,"['Flavonoids', 'Antioxidant Activity', 'Phytochemicals']"
Zhili Deng,https://www.researchgate.net/profile/Zhili-Deng,https://i1.rgstatic.net/ii/profile.image/11431281215326763-1704170025791_Q64/Zhili-Deng.jpg,Department of Dermatology,"['Stem Cells', 'Skin', 'Rosacea']"
Yingli Li,https://www.researchgate.net/profile/Yingli-Li-2,https://i1.rgstatic.net/ii/profile.image/969555996336129-1608171571272_Q64/Yingli-Li-2.jpg,School of Traffic and Transportation Engineering,['Nonlinear Dynamics']
Zhuo Chen,https://www.researchgate.net/profile/Zhuo-Chen-83,https://i1.rgstatic.net/ii/profile.image/987031194849291-1612337983832_Q64/Zhuo-Chen-83.jpg,Department of Microelectronic Manufacturing Engineering,"['Fabrication', 'Material Characterization', 'Microstructure']"
Si Xiao,https://www.researchgate.net/profile/Si-Xiao,https://i1.rgstatic.net/ii/profile.image/273626947649540-1442249156469_Q64/Si-Xiao.jpg,School of Physics Science and Technology,['Nonlinear Optics']
L. Wu,https://www.researchgate.net/profile/L-Wu-3,https://i1.rgstatic.net/ii/profile.image/316554695118849-1452483928214_Q64/L-Wu-3.jpg,School of Geoscience and Info-Physics,"['Remote Sensing', 'Rock Mechanics', '3D Modeling']"
Tian-Li Huang,https://www.researchgate.net/profile/Tian-Li-Huang,https://i1.rgstatic.net/ii/profile.image/272447844909107-1441968036947_Q64/Tian-Li-Huang.jpg,School of Civil Engineering,"['Reliability Analysis', 'Finite Element Modeling', 'Dynamics']"
Wang Wei,https://www.researchgate.net/profile/Wang-Wei-94,https://i1.rgstatic.net/ii/profile.image/1125102875873282-1645256837249_Q64/Wang-Wei-94.jpg,School of Geoscience and Info-Physics,"['Climate Science', 'Aerosol remote sensing', 'Atmospheric Pollution']"
Dawei Yu,https://www.researchgate.net/profile/Dawei-Yu-3,https://i1.rgstatic.net/ii/profile.image/849629436448769-1579578851601_Q64/Dawei-Yu-3.jpg,School of Metallurgy and Environment,"['Resource recycling of nonferrous metals', 'Pyrometallurgy']"
Yin Linzi,https://www.researchgate.net/profile/Yin-Linzi,https://i1.rgstatic.net/ii/profile.image/277553202909198-1443185248902_Q64/Yin-Linzi.jpg,School of Physics Science and Technology,"['Classification', 'Reliability', 'Gases']"
Kai Li,https://www.researchgate.net/profile/Kai-Li-13,https://i1.rgstatic.net/ii/profile.image/277518306299908-1443176929242_Q64/Kai-Li-13.jpg,Department of Neurology,"['DNA Sequencing', 'Molecular Genetics', 'PCR']"
Yufeng Xu,https://www.researchgate.net/profile/Yufeng-Xu-3,https://i1.rgstatic.net/ii/profile.image/621471865004033-1525181847261_Q64/Yufeng-Xu-3.jpg,Department of Applied Mathematics,"['Numerical Simulation', 'Numerical Analysis', 'Engineering, Applied and Computational Mathematics']"
Li Zhang,https://www.researchgate.net/profile/Li-Zhang-217,https://i1.rgstatic.net/ii/profile.image/277565639020546-1443188213280_Q64/Li-Zhang-217.jpg,Powder Metallurgy Research Institute,"['Material Characterization', 'Mechanical Properties', 'Materials']"
Liping Jiang,https://www.researchgate.net/profile/Liping-Jiang-2,https://i1.rgstatic.net/ii/profile.image/411680921145346-1475163788972_Q64/Liping-Jiang-2.jpg,"Department of Parasitology, Xiang-Ya school of medinice","['Venoms', 'Peptides', 'Cloning']"
Wanlin Wang,https://www.researchgate.net/profile/Wanlin-Wang-4,https://i1.rgstatic.net/ii/profile.image/278939307134979-1443515721353_Q64/Wanlin-Wang-4.jpg,Center for Steel Research,"['Materials', 'Materials Processing', 'Metals']"
Diyuan Li,https://www.researchgate.net/profile/Diyuan-Li,https://i1.rgstatic.net/ii/profile.image/463278641029121-1487465643703_Q64/Diyuan-Li.jpg,School of Resources and Safety Engineering,"['Rock Mechanics', 'Geotechnical Engineering', 'Tunneling']"
Xiaoping Fan,https://www.researchgate.net/profile/Xiaoping-Fan-5,https://i1.rgstatic.net/ii/profile.image/277552120778753-1443184990390_Q64/Xiaoping-Fan-5.jpg,School of Information Science and Engineering,"['Machine Learning', 'Power Electronics', 'Electrical & Electronics Engineering']"
Mingyu Wang,https://www.researchgate.net/profile/Mingyu-Wang,https://i1.rgstatic.net/ii/profile.image/420519846400001-1477271152406_Q64/Mingyu-Wang.jpg,School of Metallurgy and Environment,"['Leaching', 'Extraction', 'Ion Exchange']"
Zhiwen Chen,https://www.researchgate.net/profile/Zhiwen-Chen-4,https://i1.rgstatic.net/ii/profile.image/483976323309568-1492400355335_Q64/Zhiwen-Chen-4.jpg,,"['Process Engineering', 'Process Monitoring', 'Control Theory']"
wu Guojun,https://www.researchgate.net/profile/Wu-Guojun,https://i1.rgstatic.net/ii/profile.image/272981742059525-1442095327581_Q64/Wu-Guojun.jpg,Department of Microbiology,"['PCR', 'Cell Culture', 'DNA']"
Zheng Zeng,https://www.researchgate.net/profile/Zheng-Zeng-10,https://i1.rgstatic.net/ii/profile.image/273673084993540-1442260156265_Q64/Zheng-Zeng-10.jpg,School of Energy Science and Engineering,"['Environmental Engineering', 'Nanoscience']"
L. B. Liu,https://www.researchgate.net/profile/L-Liu,https://i1.rgstatic.net/ii/profile.image/277597280849929-1443195757985_Q64/L-Liu.jpg, School of Materials Science and Engineering,"['Solubility', 'Heat Capacity', 'Calorimetry']"
Yuanbo Zhang,https://www.researchgate.net/profile/Yuanbo-Zhang-4,https://i1.rgstatic.net/ii/profile.image/358282867822593-1462432700151_Q64/Yuanbo-Zhang-4.jpg,School of Minerals Processing and Bioengineering,"['Leaching', 'Extraction', 'Mineral Processing']"
Juanjuan Xiang,https://www.researchgate.net/profile/Juanjuan-Xiang,https://i1.rgstatic.net/ii/profile.image/277606399266818-1443197931163_Q64/Juanjuan-Xiang.jpg,Cancer Research Institute,"['microRNA', 'Cancer Cells', 'Gene Expression']"
Lihua Feng,https://www.researchgate.net/profile/Lihua-Feng,https://i1.rgstatic.net/ii/profile.image/11431281170213028-1687657279620_Q64/Lihua-Feng.jpg,School of  Mathematics and Statistics,"['Combinatorics', 'Graph Τheory', 'Discrete Mathematics']"
Feng Liu,https://www.researchgate.net/profile/Feng-Liu-103,https://i1.rgstatic.net/ii/profile.image/277674497986567-1443214167594_Q64/Feng-Liu-103.jpg,Second Xiangya Hospital,"['Diabetes', 'Insulin Signaling', 'Insulin Resistance']"
Weijun Liu,https://www.researchgate.net/profile/Weijun-Liu-2,https://i1.rgstatic.net/ii/profile.image/277639215501317-1443205755891_Q64/Weijun-Liu-2.jpg,School of Mathematics and Statistics,"['Combinatorics', 'Group Theory', 'Discrete Mathematics']"
Dingshun Yan,https://www.researchgate.net/profile/Dingshun-Yan,https://i1.rgstatic.net/ii/profile.image/273703351091211-1442267372115_Q64/Dingshun-Yan.jpg, School of Materials Science and Engineering,"['Material Characterization', 'Mechanical Properties', 'Microstructure']"
Wenhui Wang,https://www.researchgate.net/profile/Wenhui-Wang-14,https://i1.rgstatic.net/ii/profile.image/634734417833984-1528343886464_Q64/Wenhui-Wang-14.jpg,School of Geoscience and Info-Physics,"['Taxonomy', 'Biodiversity', 'Biodiversity & Conservation']"
Zhong Wan,https://www.researchgate.net/profile/Zhong-Wan,https://i1.rgstatic.net/ii/profile.image/703933492240385-1544842231983_Q64/Zhong-Wan.jpg,School of Mathematics and Statistics,"['Algorithm Development', 'Nonlinear Programming', 'Fuzzy']"
Jian Zhang,https://www.researchgate.net/profile/Jian-Zhang-45,https://i1.rgstatic.net/ii/profile.image/284234859204608-1444778279114_Q64/Jian-Zhang-45.jpg,Department of Applied Mathematics,"['Mathematical Analysis', 'Functional Analysis']"
Gen Chen,https://www.researchgate.net/profile/Gen-Chen-5,https://i1.rgstatic.net/ii/profile.image/11431281213607988-1703126979010_Q64/Gen-Chen-5.jpg, School of Materials Science and Engineering,"['Material Characterization', 'Nanomaterials', 'Thin Films and Nanotechnology']"
Bing Yi,https://www.researchgate.net/profile/Bing-Yi-3,https://i1.rgstatic.net/ii/profile.image/277692659322902-1443218497886_Q64/Bing-Yi-3.jpg,Department of Transportation & Traffic,"['Computer Vision', 'Pattern Recognition', 'Image Processing']"
Zhiyi Liu,https://www.researchgate.net/profile/Zhiyi-Liu-6,https://i1.rgstatic.net/ii/profile.image/630349029728256-1527298328356_Q64/Zhiyi-Liu-6.jpg, School of Materials Science and Engineering,"['Mechanical Properties', 'Microstructure', 'Mechanical Behavior of Materials']"
Kaihui Li,https://www.researchgate.net/profile/Kaihui-Li,https://i1.rgstatic.net/ii/profile.image/864260234162176-1583067105806_Q64/Kaihui-Li.jpg,School of Resources and Safety Engineering,"['Geotechnical Engineering', 'Rock Mechanics', 'Tunneling']"
Xiaoheng Deng,https://www.researchgate.net/profile/Xiaoheng-Deng,https://i1.rgstatic.net/ii/profile.image/273599785336832-1442242680245_Q64/Xiaoheng-Deng.jpg,Electronic Information School,"['Social Network Analysis', 'Social Computing', 'Data Mining and Knowledge Discovery']"
Congren Yang,https://www.researchgate.net/profile/Congren-Yang,https://i1.rgstatic.net/ii/profile.image/314041887592449-1451884828352_Q64/Congren-Yang.jpg,School of Minerals Processing and Bioengineering,"['Mineral Processing', 'Separation Technology', 'Leaching']"
Qingxian An,https://www.researchgate.net/profile/Qingxian-An,https://i1.rgstatic.net/ii/profile.image/287733965705216-1445612531192_Q64/Qingxian-An.jpg,Department of Management Science and Information Management,"['Data Analysis', 'Data Envelopment Analysis', 'Productivity Analysis']"
Ying Yang,https://www.researchgate.net/profile/Ying-Yang-77,https://i1.rgstatic.net/ii/profile.image/277729229459468-1443227216875_Q64/Ying-Yang-77.jpg,School of Metallurgy and Environment,"['Material Characterization', 'Nanomaterials', 'Polymers']"
Conghua Zhou,https://www.researchgate.net/profile/Conghua-Zhou-2,https://i1.rgstatic.net/ii/profile.image/277756958003208-1443233827808_Q64/Conghua-Zhou-2.jpg,Department of Applied Physics,"['Perovskite Solar Cells', 'Transparent and Conductive Films']"
Guangdi Li,https://www.researchgate.net/profile/Guangdi-Li,https://i1.rgstatic.net/ii/profile.image/277767829639178-1443236419446_Q64/Guangdi-Li.jpg,Xiangya School of Public Health,"['HIV', 'HIV Immunology', 'Probabilistic Graphical Models']"
Jingqiang Tan,https://www.researchgate.net/profile/Jingqiang-Tan-2,https://i1.rgstatic.net/ii/profile.image/273629137076233-1442249678192_Q64/Jingqiang-Tan-2.jpg,Department of Geological Resources,"['Exploration', 'Sedimentary Basins', 'Field Geology']"
Alexandr Usachev,https://www.researchgate.net/profile/Alexandr-Usachev,https://i1.rgstatic.net/ii/profile.image/277825866223617-1443250256416_Q64/Alexandr-Usachev.jpg,School of Mathematics and Statistics,"['Functional Analysis', 'Topology', 'Analysis']"
Mao Jf,https://www.researchgate.net/profile/Mao-Jf-2,https://i1.rgstatic.net/ii/profile.image/586764536274945-1516906975808_Q64/Mao-Jf-2.jpg,School of Civil Engineering,"['Structural Analysis', 'Earthquake Engineering', 'Structural Dynamics']"
Zhian Zhang,https://www.researchgate.net/profile/Zhian-Zhang,https://i1.rgstatic.net/ii/profile.image/288454589075459-1445784341132_Q64/Zhian-Zhang.jpg,"School of Metallurgy and Environment,","['Lithium Ion Batteries', 'Energy Storage']"
Xiaodong Xu,https://www.researchgate.net/profile/Xiaodong-Xu-11,https://i1.rgstatic.net/ii/profile.image/430688169140226-1479695469958_Q64/Xiaodong-Xu-11.jpg,School of Automation,"['Process Engineering', 'IT Systems', 'Chemical Processes']"
Ming Jia,https://www.researchgate.net/profile/Ming-Jia-11,https://i1.rgstatic.net/ii/profile.image/277869889638401-1443260752076_Q64/Ming-Jia-11.jpg,School of Metallurgy and Environment,"['Electrodeposition', 'Cyclic Voltammetry', 'Material Characterization']"
Lianbo Deng,https://www.researchgate.net/profile/Lianbo-Deng,https://i1.rgstatic.net/ii/profile.image/278409549762573-1443389417988_Q64/Lianbo-Deng.jpg,School of Traffic and Transportation Engineering,"['Transportation', 'Transportation Planning', 'Traffic Engineering']"
