name,link,profile_photo,department,disciplines 
Yvting Luo,https://www.researchgate.net/profile/Yvting-Luo,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,湘雅医学院,"['Neuropsychiatry', 'Clinical Psychiatry']"
Zigui Du,https://www.researchgate.net/profile/Zigui-Du,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,"['Architecture', 'Theory of Architecture', 'Building Technology']"
Mengxuan Chen,https://www.researchgate.net/profile/Mengxuan-Chen-4,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,second xiangya hospital,"['Infection', 'Viral Infection']"
Wenlu Zhang,https://www.researchgate.net/profile/Wenlu-Zhang-5,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Traffic and Transportation Engineering,[]
Yang Tang,https://www.researchgate.net/profile/Yang-Tang-39,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Economy and Trade,[]
Lin Lin,https://www.researchgate.net/profile/Lin-Lin-183,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Public Health,"['Applied Statistics', 'R Statistical Package']"
Yujun Huang,https://www.researchgate.net/profile/Yujun-Huang-9,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Traffic and Transportation Engineering,[]
Zhang Rong,https://www.researchgate.net/profile/Zhang-Rong-21,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Institute of Endocrinology and Metabolism,"['Insulin Resistance', 'Metabolism', 'Glucose Metabolism']"
Li Ya,https://www.researchgate.net/profile/Li-Ya-23,https://i1.rgstatic.net/ii/profile.image/11431281229534983-1710506895806_Q64/Li-Ya-23.jpg,State Key Laboratory of Powder Metallurgy,['Materials']
Ke Wang,https://www.researchgate.net/profile/Ke-Wang-233,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,State Key Laboratory of Powder Metallurgy,[]
Yiny. Zhu,https://www.researchgate.net/profile/Yiny-Zhu,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg, School of Materials Science and Engineering,[]
Shengqi Tian,https://www.researchgate.net/profile/Shengqi-Tian,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Geophysics,[]
Sun Jing Nan,https://www.researchgate.net/profile/Sun-Nan-7,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Resources and Safety Engineering,"['Safety', 'Safety Management', 'Risk Analysis']"
Congcong Zhao,https://www.researchgate.net/profile/Congcong-Zhao-14,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Philosophy,"['Modern Philosophy', 'Applied Ethics', 'Political Philosophy']"
Aohui Zhou,https://www.researchgate.net/profile/Aohui-Zhou,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Resources and Safety Engineering,"['Accident Analysis', 'Safety', 'Ergonomics']"
Die Hu,https://www.researchgate.net/profile/Die-Hu-22,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Applied Mathematics,[]
Chaoqun Dai,https://www.researchgate.net/profile/Chaoqun-Dai-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Automation,"['Control Theory', 'Automation']"
Zhuojun Xie,https://www.researchgate.net/profile/Zhuojun-Xie-5,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Biomedical Engineering,[]
Tianle Liu,https://www.researchgate.net/profile/Tianle-Liu-7,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg, School of Materials Science and Engineering,[]
Peiyu Wang,https://www.researchgate.net/profile/Peiyu-Wang-21,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Resources and Safety Engineering,[]
Linyan Kang,https://www.researchgate.net/profile/Linyan-Kang,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Geological Resources,[]
Yves Ndikuriyo,https://www.researchgate.net/profile/Yves-Ndikuriyo-3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Traffic and Transportation Engineering,[]
Francis mungai Kaburu,https://www.researchgate.net/profile/Francis-Kaburu-2,https://i1.rgstatic.net/ii/profile.image/11431281143913013-1681280099938_Q64/Francis-Kaburu-2.jpg,School of Public Health,[]
Jiajun Wang,https://www.researchgate.net/profile/Jiajun-Wang-26,https://i1.rgstatic.net/ii/profile.image/11431281127427876-1679025506345_Q64/Jiajun-Wang-26.jpg,Department of Architecture,"['Numerical Analysis', 'Engineering, Applied and Computational Mathematics', 'Numerical Modeling']"
Shengyu Liu,https://www.researchgate.net/profile/Shengyu-Liu-13,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Automation,[]
Yan Wang,https://www.researchgate.net/profile/Yan-Wang-759,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Public Health,[]
Hairong Liu,https://www.researchgate.net/profile/Hairong-Liu-8,https://i1.rgstatic.net/ii/profile.image/11431281196245471-1696599483257_Q64/Hairong-Liu-8.jpg,School of Public Health,"['Health Promotion', 'Health Care Management', 'Preventive Medicine']"
Qirui Wang,https://www.researchgate.net/profile/Qirui-Wang-8,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Electrical Engineering,[]
Zhenyu Nie,https://www.researchgate.net/profile/Zhenyu-Nie-3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Cancer Research Institute,['Urologic Oncology']
Chang-Qing Gao,https://www.researchgate.net/profile/Chang-Qing-Gao,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Ziqi Chen,https://www.researchgate.net/profile/Ziqi-Chen-4,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Statistics,[]
Lin Ruan,https://www.researchgate.net/profile/Lin-Ruan-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,"['Western Blot', 'Signaling Pathways', 'Signal Transduction']"
Xianzhen Zhang,https://www.researchgate.net/profile/Xianzhen-Zhang,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Metallurgical Science and Engineering,"['Applied Chemistry', 'Green Chemistry Technology']"
Qiao Li,https://www.researchgate.net/profile/Qiao_Li14,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Cancer Research Institute,"['Gene Regulation', 'Expression Profiling']"
Luo Yueyi,https://www.researchgate.net/profile/Luo-Yueyi,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Applied Mathematics,['Machine Learning']
Weiwei Lai,https://www.researchgate.net/profile/Weiwei-Lai,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Cancer Research Institute,[]
Zhuoxi Liu,https://www.researchgate.net/profile/Zhuoxi-Liu-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Mechanical Engineering,"['Mechanical Properties', 'Design Engineering']"
li Yanzhen,https://www.researchgate.net/profile/Li-Yanzhen,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Hailiang Wang,https://www.researchgate.net/profile/Hailiang-Wang-3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Powdery Materials Science and Engineering,[]
Lv Bai,https://www.researchgate.net/profile/Lv-Bai,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Resources and Safety Engineering,"['Geotechnics', 'Rock Mechanics']"
Shiliang Wang,https://www.researchgate.net/profile/Shiliang-Wang-6,https://i1.rgstatic.net/ii/profile.image/577793109000192-1514768020260_Q64/Shiliang-Wang-6.jpg,School of Physics Science and Technology,['Burns']
Fengxue Zhang,https://www.researchgate.net/profile/Fengxue-Zhang,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Automation,['Optimal Control']
Dongping Li,https://www.researchgate.net/profile/Dongping-Li-5,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,"['Meta-Analysis', 'Cardiovascular Surgery']"
Haitao Wang,https://www.researchgate.net/profile/Haitao-Wang-37,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg, School of Materials Science and Engineering,"['Computational Biophysics', 'Computational Chemistry', 'Computational Structural Biology']"
Ying Chen,https://www.researchgate.net/profile/Ying-Chen-159,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Computer Science,"['Software Development', 'Web Development', 'Java Programming']"
Xiaobo Yin,https://www.researchgate.net/profile/Xiaobo-Yin,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Geophysics,"['Numerical Modeling', 'Numerical Simulation', 'Computational Fluid Dynamics']"
Yunpei Xu,https://www.researchgate.net/profile/Yunpei-Xu,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Computing Engineering,[]
Hangui Li,https://www.researchgate.net/profile/Hangui-Li,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Institute of Mental Health,"['Psychopathology', 'Cognitive Neuroscience', 'Psychological Assessment']"
Meng He,https://www.researchgate.net/profile/Meng_He9,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Business Administration,[]
Zhouyao Li,https://www.researchgate.net/profile/Zhouyao-Li,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,State Key Laboratory of Powder Metallurgy,"['Materials', 'Advanced Materials', 'Mechanical Properties']"
Inayat ur Rahman,https://www.researchgate.net/profile/Inayat_Rahman7,https://i1.rgstatic.net/ii/profile.image/11431281098233616-1668787100323_Q64/Inayat_Rahman7.jpg,Department of Geophysics,"['Applied Geophysics', 'Near Surface Geophysics', 'Exploration Geophysics']"
Gu Houyu,https://www.researchgate.net/profile/Gu-Houyu,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Traffic and Transportation Engineering,[]
Ruoyue Wang,https://www.researchgate.net/profile/Ruoyue-Wang,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Automation,['Signal Processing']
Yuxin Dai,https://www.researchgate.net/profile/Yuxin-Dai,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Biochemistry,"['Methylation', ""Pearson's Correlation"", 'Correlation']"
Penghe Ren,https://www.researchgate.net/profile/Penghe-Ren,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg, School of Materials Science and Engineering,[]
Renco Basia,https://www.researchgate.net/profile/Renco-Basia,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Metallurgical Science and Engineering,[]
Hao Yang,https://www.researchgate.net/profile/Hao-Yang-6,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Thermal Engineering,[]
Junda Liu,https://www.researchgate.net/profile/Junda_Liu5,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Energy Automation Systems Science,"['Chemical Processes', 'Chemical Reaction Engineering']"
Xue Liu,https://www.researchgate.net/profile/Xue-Liu-53,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Computer Science,"['Machine Learning', 'Classification', 'Supervised Learning']"
Qiongxuan Xie,https://www.researchgate.net/profile/Qiongxuan-Xie-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,"['Intensity-Modulated Radiotherapy', 'Radiation Oncology']"
Longzheng Xia,https://www.researchgate.net/profile/Longzheng-Xia,https://i1.rgstatic.net/ii/profile.image/1039888698843136-1624940194036_Q64/Longzheng-Xia.jpg,Xiangya School of Medicine,"['Cell Culture', 'Cancer Biology', 'PCR']"
Yanxin Qin,https://www.researchgate.net/profile/Yanxin-Qin-4,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Thermal Engineering,[]
Waqas Farid,https://www.researchgate.net/profile/Waqas-Farid-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Mechanical Engineering,"['Materials', 'Materials Processing', 'Material Characterization']"
Yuan Ziren,https://www.researchgate.net/profile/Yuan-Ziren,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,State Key Laboratory of Powder Metallurgy,[]
Ayeni Emmanuel Victor Ayewei,https://www.researchgate.net/profile/Ayeni-Ayewei,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Civil Engineering and Management,[]
Jingchen Lu,https://www.researchgate.net/profile/Jingchen-Lu-3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Survey Engineering and Geomatics,[]
Xie Bingbin,https://www.researchgate.net/profile/Xie-Bingbin-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Geological Engineering,[]
Li Lu,https://www.researchgate.net/profile/Li-Lu-113,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,State Key Laboratory of Powder Metallurgy,[]
Hao Jiayao,https://www.researchgate.net/profile/Hao-Jiayao,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Geological Resources,"['Field Geology', 'Minerals', 'Geological Mapping']"
Yaxin Li,https://www.researchgate.net/profile/Yaxin-Li-22,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Traffic and Transportation Engineering,"['Vibration Analysis', 'Train fault diagnosis', 'Machine Learning']"
Rong Gao,https://www.researchgate.net/profile/Rong-Gao-33,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Big Data Institute,[]
Yuan Xu,https://www.researchgate.net/profile/Yuan-Xu-103,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,['Aperture']
Ruotong Peng,https://www.researchgate.net/profile/Ruotong-Peng,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,['Gerontology']
Haiyin Gang,https://www.researchgate.net/profile/Haiyin-Gang-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Metallurgical Science and Engineering,[]
Nie Zhongyi,https://www.researchgate.net/profile/Nie-Zhongyi,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Urban and Regional Planning,['Urban Planning']
Yaxian Wu,https://www.researchgate.net/profile/Yaxian-Wu-3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Traffic and Transportation Engineering,['Traffic Engineering']
Puzhen Su,https://www.researchgate.net/profile/Puzhen-Su,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Computer Science,[]
Duanru Li,https://www.researchgate.net/profile/Duanru-Li,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Energy Science and Engineering,[]
Felix Musau,https://www.researchgate.net/profile/Felix-Musau-3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Information Science and Engineering,[]
Eric Hwang,https://www.researchgate.net/profile/Eric-Hwang-4,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Architecture and Art,[]
Xiaoxian He,https://www.researchgate.net/profile/Xiaoxian-He-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Lihua Zhang,https://www.researchgate.net/profile/Lihua_Zhang5,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Clinical Pharmacy and Pharmacology Research Institute,[]
Fenling Feng,https://www.researchgate.net/profile/Fenling_Feng,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Traffic and Transportation Engineering,[]
Qin Guo,https://www.researchgate.net/profile/Qin-Guo-11,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,"['Design Engineering', 'CAD', 'Computational Fluid Dynamics']"
Nikki Chen,https://www.researchgate.net/profile/Nikki-Chen,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,eight-year clinic,[]
Ying Guo,https://www.researchgate.net/profile/Ying-Guo-62,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Institute of Clinical Pharmacology,[]
Yan Zhang,https://www.researchgate.net/profile/Yan-Zhang-71,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Xiangya School of Medicine,['Clinical Nursing']
S.Q. Liang,https://www.researchgate.net/profile/Sq_Liang,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg, School of Materials Science and Engineering,[]
Suhua Zhou,https://www.researchgate.net/profile/Suhua-Zhou,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Geological Engineering,"['Landslides', 'Earthquake', 'Geomorphology']"
Ying An,https://www.researchgate.net/profile/Ying-An-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,"['Computer Networking', 'Network Communication', 'Routing']"
Dan Wang,https://www.researchgate.net/profile/Dan-Wang-38,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,['Material Characterization']
Abner Woody,https://www.researchgate.net/profile/Abner_Woody,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,State Key Laboratory of Powder Metallurgy,[]
Jaclyn Zhang,https://www.researchgate.net/profile/Jaclyn_Zhang,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Xiangya School of Medicine,"['Materials', 'Mechanical Properties']"
Liao Di,https://www.researchgate.net/profile/Liao_Di2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Xiangya School of Medicine,[]
Liu Xing,https://www.researchgate.net/profile/Liu-Xing-13,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Pharmeceutical Analysis,"['Materials', 'Thin Film Deposition', 'Thin Films and Nanotechnology']"
Shan Zhu,https://www.researchgate.net/profile/Shan_Zhu12,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Chemistry Engineering,['Thermal Properties']
Kong Lingyuan,https://www.researchgate.net/profile/Kong_Lingyuan,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,"['Machine Learning', 'Supervised Learning', 'Feature Extraction']"
Yanling Liu,https://www.researchgate.net/profile/Yanling-Liu-4,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Urology,[]
Tian Xia,https://www.researchgate.net/profile/Tian-Xia-34,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Applied Physics,"['Optics and Photonics', 'Photonics', 'Applied Optics']"
Wang Sijun,https://www.researchgate.net/profile/Wang-Sijun,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Gang Liu,https://www.researchgate.net/profile/Gang-Liu-101,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Applied Physics,"['Photonics', 'Optical Physics']"
Zhuo Mao,https://www.researchgate.net/profile/Zhuo-Mao,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,State Key Laboratory of Medical Genetics,"['Immunofluorescence', 'Immunohistochemistry', 'RNA Interference']"
Wang Wen,https://www.researchgate.net/profile/Wang_Wen35,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
bo Zhang,https://www.researchgate.net/profile/Bo-Zhang-225,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Beven Zheng,https://www.researchgate.net/profile/Beven_Zheng,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Kaihua Huang,https://www.researchgate.net/profile/Kaihua_Huang,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Chemistry Engineering,[]
Xiaoge Liu,https://www.researchgate.net/profile/Xiaoge-Liu,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Geophysics,['Surveying']
Liu Wei,https://www.researchgate.net/profile/Liu-Wei-66,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,State Key Laboratory of Medical Genetics,"['Gene Expression', 'Cell Culture', 'PCR']"
Si Huai Jia,https://www.researchgate.net/profile/Si-Jia-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Powdery Materials Science and Engineering,[]
Di Wang,https://www.researchgate.net/profile/Di_Wang101,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Xiangya School of nursing,"['Nursing', 'Nursing Education']"
Zugeng Li,https://www.researchgate.net/profile/Zugeng_Li,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Mechanical Engineering,['Mathematical Modelling']
Yang Yi,https://www.researchgate.net/profile/Yang-Yi-68,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Software,['Electronics  and Communication Engineering']
Jessie Bian,https://www.researchgate.net/profile/Jessie-Bian,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Communication Engineering,[]
Wang Qing,https://www.researchgate.net/profile/Wang_Qing63,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Mechanical Engineering,[]
Zhou Huan,https://www.researchgate.net/profile/Zhou-Huan-3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Fire Engineering,[]
Xueqian Huang,https://www.researchgate.net/profile/Xueqian_Huang,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,"['High-Performance Liquid Chromatography', 'Sample Preparation', 'Extraction']"
Jiaqi He,https://www.researchgate.net/profile/Jiaqi_He7,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,['Materials']
Miao Guo,https://www.researchgate.net/profile/Miao-Guo-4,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Mechanical Engineering,[]
Wang Hui,https://www.researchgate.net/profile/Wang_Hui108,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Institute of metallurgy and environment,['Electrochemical Analysis']
Belgutei Enkhbaatar,https://www.researchgate.net/profile/Belgutei_Enkhbaatar,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Xiangya School of Medicine,[]
Lam Ethan,https://www.researchgate.net/profile/Lam-Ethan,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Architecture,"['Architecture', 'Theory of Architecture']"
Hongbin Zhao,https://www.researchgate.net/profile/Hongbin_Zhao5,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Civil Engineering and Management,"['Construction Engineering', 'Structural Analysis']"
Jia Han,https://www.researchgate.net/profile/Jia-Han-5,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
文刚 刚 文刚,https://www.researchgate.net/profile/wengang_wengang2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Metallurgical Science and Engineering,"['Mineral Processing', 'Extraction and Processing Industry', 'Leaching']"
Boyi Xie,https://www.researchgate.net/profile/Boyi-Xie,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Metallurgical Science and Engineering,[]
Jian Zeng,https://www.researchgate.net/profile/Jian-Zeng-10,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Youcong Chao,https://www.researchgate.net/profile/Youcong-Chao,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Finance,[]
Qing Peng,https://www.researchgate.net/profile/Qing_Peng9,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Information Science and Engineering,"['Image Processing', 'Computer Vision', 'Pattern Recognition']"
Li Yuan,https://www.researchgate.net/profile/Li-Yuan-64,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg, School of Materials Science and Engineering,[]
Ji Zhou,https://www.researchgate.net/profile/Ji_Zhou23,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Zhongyang Wu,https://www.researchgate.net/profile/Zhongyang-Wu,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,['Construction Engineering']
Liu Jinbao,https://www.researchgate.net/profile/Liu-Jinbao,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Geographic Information System,[]
Bruce Jiang,https://www.researchgate.net/profile/Bruce_Jiang7,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Metallurgical Science and Engineering,[]
Hao Mengmeng,https://www.researchgate.net/profile/Hao-Mengmeng,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Hongqi Wang,https://www.researchgate.net/profile/Hongqi_Wang4,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Metallurgical Science and Engineering,[]
Lifang Peng,https://www.researchgate.net/profile/Lifang_Peng2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Software,[]
Yihong Liu,https://www.researchgate.net/profile/Yihong_Liu12,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Froeign Language,[]
Fansong Liu,https://www.researchgate.net/profile/Fansong-Liu,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,"['Water Treatment', 'Computational Chemistry']"
Hu Ivy,https://www.researchgate.net/profile/Hu-Ivy,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Endocrinology and Metabolism,[]
Ding Xuran,https://www.researchgate.net/profile/Ding_Xuran,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Resources and Safety Engineering,"['Rock Mechanics', 'Slope Stability', 'Modelling Slope Stability']"
Zhao Zhidan,https://www.researchgate.net/profile/Zhao-Zhidan,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Niu Si,https://www.researchgate.net/profile/Niu_Si2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,"['Structural Analysis', 'Earthquake Engineering', 'Bridge Engineering']"
Zimao Leaf,https://www.researchgate.net/profile/Zimao_Leaf,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Civil Engineering and Management,[]
